FID,AREA,GRID_CODE,SQFT,ACRES,SQMI,SHAPE_Length,SHAPE_Area
8056,20172,6,20172,0.46308541,0.00072357088,263.41580803002,3252.54332948475
8057,255512,6,255512,5.8657479,0.0091652311,1251.39716531012,41185.0903851336
8058,33620,3,33620,0.77180898,0.001205952,329.135087868825,5420.67109166796
8059,134480,5,134480,3.0872359,0.0048238062,921.9553448118,21683.6176204483
8060,6724,14,6724,0.1543618,0.0002411903,131.688208400207,1083.85741857814
8061,73964,3,73964,1.69798,0.002653094,658.508886261332,11924.8947589373
8062,1425488,3,1425488,32.724701,0.05113234,3093.95448495512,229765.712249321
8063,40344,6,40344,0.92617083,0.001447142,395.127730299308,6505.21874905435
8064,13448,6,13448,0.3087236,0.00048238059,197.430537559651,2168.28156684307
8065,94136,14,94136,2.1610651,0.0033766639,724.741170781074,15177.0727602279
8066,6724,6,6724,0.1543618,0.0002411903,131.706799190387,1084.1634674626
8067,20172,4,20172,0.46308541,0.00072357088,263.378559098366,3251.62521524065
8068,389992,6,389992,8.9529848,0.01398904,1185.33735230268,62878.8898881781
8069,376544,5,376544,8.6442604,0.01350666,1251.59827796168,60713.2853539181
8070,13448,3,13448,0.3087236,0.00048238059,197.692667246478,2168.4338667299
8071,73964,5,73964,1.69798,0.002653094,526.820076367529,11925.4798358864
8072,53792,6,53792,1.234894,0.001929522,461.089715364771,8672.86498832648
8073,6724,14,6724,0.1543618,0.0002411903,131.692868123102,1083.93412671894
8074,33620,5,33620,0.77180898,0.001205952,329.101054861463,5419.55378726228
8075,13448,6,13448,0.3087236,0.00048238059,197.433239251509,2168.3406553568
8076,33620,4,33620,0.77180898,0.001205952,329.366628377057,5419.90216596834
8077,383268,3,383268,8.7986221,0.01374785,1645.67052406956,61795.4337011931
8078,40344,6,40344,0.92617083,0.001447142,461.074820576796,6504.23321479005
8079,100860,6,100860,2.3154271,0.003617855,592.800797712373,16262.0393435483
8080,53792,4,53792,1.234894,0.001929522,395.124427593365,8673.47767742869
8081,154652,3,154652,3.5503211,0.0055473759,921.920164211043,24934.2267764871
8082,47068,3,47068,1.080533,0.001688333,394.836736398603,7588.04176139977
8083,53792,4,53792,1.234894,0.001929522,461.05075436266,8671.40657788466
8084,6724,14,6724,0.1543618,0.0002411903,131.691159600465,1083.90600018709
8085,6724,6,6724,0.1543618,0.0002411903,131.709245271179,1084.20374163294
8086,6724,3,6724,0.1543618,0.0002411903,131.696885155275,1084.00025779038
8087,94136,4,94136,2.1610651,0.0033766639,790.234291179479,15178.0524895545
8088,194996,14,194996,4.4764919,0.0069945189,1317.4868757862,31436.3580873359
8089,26896,6,26896,0.6174472,0.00096476119,263.412301154527,4336.61445016108
8090,457232,6,457232,10.4966,0.016400941,2304.78715748487,73710.0789046203
8091,13448,4,13448,0.3087236,0.00048238059,197.412013602365,2167.87479751771
8092,73964,3,73964,1.69798,0.002653094,460.856100405626,11926.3060755492
8093,134480,3,134480,3.0872359,0.0048238062,790.400299182886,21678.0087633769
8094,94136,3,94136,2.1610651,0.0033766639,592.794242662056,15177.560888966
8095,13448,4,13448,0.3087236,0.00048238059,197.433602367976,2168.35056964836
8096,26896,14,26896,0.6174472,0.00096476119,263.418011806198,4336.80248105058
8097,6724,14,6724,0.1543618,0.0002411903,131.697120633528,1084.00413724874
8098,33620,4,33620,0.77180898,0.001205952,329.122719750882,5420.26532722122
8099,47068,6,47068,1.080533,0.001688333,395.11898703939,7589.08033092845
8100,6724,6,6724,0.1543618,0.0002411903,131.693278164072,1083.9408783324
8101,6724,4,6724,0.1543618,0.0002411903,131.69844683311,1084.02596201862
8102,6724,4,6724,0.1543618,0.0002411903,131.710318310478,1084.2214062181
8103,174824,4,174824,4.0134072,0.0062709479,921.690727849838,28188.1498519632
8104,6724,6,6724,0.1543618,0.0002411903,131.695095835201,1083.97080151565
8105,13448,5,13448,0.3087236,0.00048238059,197.684109512456,2168.24509480655
8106,356372,6,356372,8.1811752,0.01278309,1447.64798093766,57452.3198689614
8107,47068,4,47068,1.080533,0.001688333,461.077610853742,7588.36375538796
8108,60516,4,60516,1.389256,0.002170712,460.847471401649,9757.51816506142
8109,47068,14,47068,1.080533,0.001688333,394.872185405721,7589.41562798519
8110,107584,4,107584,2.469789,0.003859045,724.210297880213,17344.245644719
8111,6724,6,6724,0.1543618,0.0002411903,131.695173100316,1083.97207049672
8112,20172,6,20172,0.46308541,0.00072357088,263.409545369365,3252.39031769527
8113,53792,14,53792,1.234894,0.001929522,526.516536701061,8671.47970421186
8114,6724,6,6724,0.1543618,0.0002411903,131.708328254257,1084.18864343023
8115,833776,4,833776,19.14086,0.02990759,3490.04903628436,134431.926901524
8116,6724,6,6724,0.1543618,0.0002411903,131.700912572449,1084.06655758025
8117,2218920,5,2218920,50.939388,0.079592787,5000.56175075399,357706.789014585
8118,80688,5,80688,1.852342,0.002894284,592.817308855481,13010.3423115162
8119,2770288,6,2770288,63.597061,0.099370413,10994.7294165616,446543.778367172
8120,67240,6,67240,1.543618,0.0024119031,460.842868303666,10841.4812532976
8121,2.0221101e+08,6,2.0221101e+08,4642.1201,7.2533102,494278.51063405,32565480.1472992
8122,94136,6,94136,2.1610651,0.0033766639,659.002487162018,15176.3642516494
8123,181548,6,181548,4.167768,0.0065121381,1185.22741954732,29265.7355949389
8124,53792,6,53792,1.234894,0.001929522,461.102289251672,8673.33950283934
8125,13448,4,13448,0.3087236,0.00048238059,197.678967235309,2168.13659008599
8126,2339950,5,2339950,53.717899,0.083934203,4016.43540726233,377291.281214889
8127,262236,5,262236,6.0201101,0.0094064223,1579.8495007418,42275.7777836754
8128,6724,6,6724,0.1543618,0.0002411903,131.707930464906,1084.18209628839
8129,228616,6,228616,5.248301,0.0082004704,1185.75386367942,36854.1611980352
8130,94136,4,94136,2.1610651,0.0033766639,592.81122049543,15178.4391654917
8131,147928,6,147928,3.3959601,0.005306188,789.939106189006,23848.7926133803
8132,363096,2,363096,8.335537,0.01302428,1977.89639261435,58544.720341872
8133,6724,6,6724,0.1543618,0.0002411903,131.693889923047,1083.95094896967
8134,107584,5,107584,2.469789,0.003859045,658.541838633068,17347.0307753707
8135,26896,4,26896,0.6174472,0.00096476119,329.125724180116,4336.29579167805
8136,13448,5,13448,0.3087236,0.00048238059,197.675300912187,2168.05407123423
8137,208444,6,208444,4.7852159,0.0074768998,1053.42452144617,33610.6805033435
8138,20172,11,20172,0.46308541,0.00072357088,263.381571849568,3251.70199394029
8139,13448,3,13448,0.3087236,0.00048238059,197.417258407299,2167.99034091777
8140,67240,6,67240,1.543618,0.0024119031,592.519358682716,10840.3983301204
8141,6724,6,6724,0.1543618,0.0002411903,131.709825903649,1084.21330249545
8142,20172,14,20172,0.46308541,0.00072357088,263.420476242612,3252.66021444609
8143,60516,6,60516,1.389256,0.002170712,460.5730498428,9756.70740281241
8144,470680,6,470680,10.80533,0.01688333,2503.37376040802,75871.3039643513
8145,6724,5,6724,0.1543618,0.0002411903,131.697995033487,1084.0185296302
8146,208444,5,208444,4.7852159,0.0074768998,1316.7278619183,33604.7539406128
8147,26896,5,26896,0.6174472,0.00096476119,329.404615385324,4336.91415788465
8148,33620,6,33620,0.77180898,0.001205952,329.363709311179,5419.80326862771
8149,6724,5,6724,0.1543618,0.0002411903,131.710764635833,1084.22875261565
8150,26896,4,26896,0.6174472,0.00096476119,263.400190248975,4336.21400266125
8151,33620,6,33620,0.77180898,0.001205952,329.37249667878,5420.09841790657
8152,67240,4,67240,1.543618,0.0024119031,526.333565108944,10842.3161205244
8153,13448,3,13448,0.3087236,0.00048238059,197.681048861207,2168.1794359107
8154,13448,6,13448,0.3087236,0.00048238059,197.413621179603,2167.91299546498
8155,215168,6,215168,4.9395781,0.00771809,1251.72516953188,34686.1819914555
8156,6724,5,6724,0.1543618,0.0002411903,131.711416097695,1084.23948469483
8157,336200,5,336200,7.7180901,0.01205952,1711.97673124705,54210.759118038
8158,6724,5,6724,0.1543618,0.0002411903,131.700103510732,1084.05323727268
8159,73964,3,73964,1.69798,0.002653094,592.528083219651,11924.8066900309
8160,6724,14,6724,0.1543618,0.0002411903,131.69853862158,1084.02747199281
8161,6724,14,6724,0.1543618,0.0002411903,131.69400611444,1083.95285878691
8162,33620,6,33620,0.77180898,0.001205952,329.129391975574,5420.48536068088
8163,6724,5,6724,0.1543618,0.0002411903,131.712439419812,1084.25633197675
8164,121032,5,121032,2.778512,0.0043414249,987.198925573832,19516.3617407764
8165,60516,6,60516,1.389256,0.002170712,461.061977327979,9755.79160838483
8166,181548,6,181548,4.167768,0.0065121381,790.207585434867,29269.9590830222
8167,13448,14,13448,0.3087236,0.00048238059,197.441245630514,2168.51482557644
8168,87412,14,87412,2.0067029,0.003135473,592.520139691237,14092.5814943896
8169,13448,6,13448,0.3087236,0.00048238059,197.670377196757,2167.94519886482
8170,20172,3,20172,0.46308541,0.00072357088,263.397472386695,3252.09126189991
8171,60516,6,60516,1.389256,0.002170712,526.84788093117,9758.23685060141
8172,6724,6,6724,0.1543618,0.0002411903,131.703605108265,1084.11088454243
8173,53792,5,53792,1.234894,0.001929522,395.137566888823,8674.06430034485
8174,800156,6,800156,18.369049,0.028701641,3357.28036023699,128989.207075175
8175,73964,6,73964,1.69798,0.002653094,658.508616484611,11924.8503587175
8176,80688,6,80688,1.852342,0.002894284,526.848602375557,13011.0251442444
8177,26896,6,26896,0.6174472,0.00096476119,263.430262708421,4337.20758224624
8178,13448,6,13448,0.3087236,0.00048238059,197.678393935189,2168.12067752779
8179,833776,7,833776,19.14086,0.02990759,2567.36656714373,134407.210544376
8180,154652,5,154652,3.5503211,0.0055473759,856.439971332246,24933.5843559128
8181,47068,11,47068,1.080533,0.001688333,395.111200793484,7588.79537656774
8182,73964,4,73964,1.69798,0.002653094,592.838856588925,11927.0266176364
8183,33620,4,33620,0.77180898,0.001205952,329.371561379218,5420.06132525094
8184,127756,13,127756,2.932874,0.004582616,790.201046666294,20597.0566914719
8185,40344,5,40344,0.92617083,0.001447142,395.371396254062,6504.84640485026
8186,147928,6,147928,3.3959601,0.005306188,921.745590201779,23854.3589790713
8187,40344,5,40344,0.92617083,0.001447142,329.154666513178,6505.5837072702
8188,26896,4,26896,0.6174472,0.00096476119,263.408558762736,4336.48794171229
8189,329476,5,329476,7.5637279,0.01181833,1448.96465365368,53119.1667774242
8190,107584,3,107584,2.469789,0.003859045,658.744550941456,17344.2617091453
8191,6724,4,6724,0.1543618,0.0002411903,131.719091328959,1084.36584795636
8192,107584,12,107584,2.469789,0.003859045,921.363215834061,17343.844006028
8193,6724,5,6724,0.1543618,0.0002411903,131.713162267381,1084.26822797254
8194,13448,6,13448,0.3087236,0.00048238059,197.425368046915,2168.16818208927
8195,416888,14,416888,9.5704317,0.0149538,2040.87982510999,67205.4221532585
8196,6724,5,6724,0.1543618,0.0002411903,131.706770607173,1084.16300073569
8197,6724,2,6724,0.1543618,0.0002411903,131.705319439616,1084.13911132008
8198,40344,6,40344,0.92617083,0.001447142,395.410526417333,6506.12774982587
8199,6724,4,6724,0.1543618,0.0002411903,131.700214567881,1084.05506460615
8200,4.9362899e+08,3,4.9362899e+08,11332.2,17.706499,590649.665240525,79420129.1494879
8201,60516,3,60516,1.389256,0.002170712,526.59622362103,9758.36508328005
8202,40344,6,40344,0.92617083,0.001447142,461.065747826405,6503.98118800699
8203,13448,3,13448,0.3087236,0.00048238059,197.418630090282,2168.02032973471
8204,13448,5,13448,0.3087236,0.00048238059,197.685424708266,2168.27634999738
8205,47068,6,47068,1.080533,0.001688333,395.124354479693,7589.29180259841
8206,6724,4,6724,0.1543618,0.0002411903,131.703704640509,1084.11252261873
8207,1237216,2,1237216,28.402571,0.044379011,3622.25793271071,199451.032885076
8208,1257388,5,1257388,28.86566,0.045102589,4542.96037440527,202712.630843128
8209,6724,3,6724,0.1543618,0.0002411903,131.698155418669,1084.02116909908
8210,26896,6,26896,0.6174472,0.00096476119,329.13188710482,4336.45610388608
8211,107584,6,107584,2.469789,0.003859045,658.250468317676,17345.1274896173
8212,6724,6,6724,0.1543618,0.0002411903,131.705999056066,1084.15029712964
8213,26896,4,26896,0.6174472,0.00096476119,263.4181917733,4336.80673206064
8214,33620,14,33620,0.77180898,0.001205952,395.312467323672,5419.08915241103
8215,5594370,6,5594370,128.429,0.20067,20411.2979447053,901459.096745517
8216,53792,14,53792,1.234894,0.001929522,592.764476959814,8672.02563804954
8217,443784,4,443784,10.18788,0.01591856,2239.57509469287,71557.7200044
8218,60516,5,60516,1.389256,0.002170712,526.598715417446,9758.46050629952
8219,33620,6,33620,0.77180898,0.001205952,329.119655669564,5420.16490947068
8220,6724,5,6724,0.1543618,0.0002411903,131.704826501926,1084.13099074144
8221,107584,10,107584,2.469789,0.003859045,724.397248342224,17340.9773198494
8222,127756,6,127756,2.932874,0.004582616,988.16639935223,20598.3888889983
8223,26896,2,26896,0.6174472,0.00096476119,329.13668994685,4336.5824648328
8224,20172,3,20172,0.46308541,0.00072357088,263.396102451411,3252.05816962128
8225,67240,4,67240,1.543618,0.0024119031,526.485939826189,10838.0953632541
8226,13448,10,13448,0.3087236,0.00048238059,197.691878484676,2168.41542856167
8227,6724,5,6724,0.1543618,0.0002411903,131.714533105781,1084.29079496771
8228,329476,6,329476,7.5637279,0.01181833,1646.42751125618,53121.7318469152
8229,17065510,2,17065510,391.7702,0.61214101,55414.2120533838,2747201.53247255
8230,40344,4,40344,0.92617083,0.001447142,395.058832809651,6502.95363720978
8231,174824,5,174824,4.0134072,0.0062709479,921.801714798868,28179.3222184101
8232,6724,5,6724,0.1543618,0.0002411903,131.706189514307,1084.15342780137
8233,531196,6,531196,12.19458,0.019054029,2371.32356623439,85636.9594032176
8234,255512,6,255512,5.8657479,0.0091652311,1514.90752929941,41192.6971339195
8235,13448,6,13448,0.3087236,0.00048238059,197.691762430556,2168.41344527931
8236,154652,3,154652,3.5503211,0.0055473759,1118.91307704548,24937.729689969
8237,6724,4,6724,0.1543618,0.0002411903,131.716292063604,1084.31975885983
8238,6724,10,6724,0.1543618,0.0002411903,131.686829785746,1083.83472827913
8239,134480,4,134480,3.0872359,0.0048238062,724.160457710586,21677.3315919158
8240,2104612,12,2104612,48.315239,0.075492561,4217.67900657759,339303.106243474
8241,26896,5,26896,0.6174472,0.00096476119,329.138192386377,4336.62123730583
8242,13448,4,13448,0.3087236,0.00048238059,197.680517885511,2168.16627011665
8243,40344,6,40344,0.92617083,0.001447142,395.117539859786,6504.88163564255
8244,2326504,6,2326504,53.40918,0.083451837,4147.05848066951,375020.247329102
8245,40344,14,40344,0.92617083,0.001447142,395.098977927247,6504.27242115879
8246,174824,4,174824,4.0134072,0.0062709479,1184.78075919553,28184.8889476695
8247,26896,14,26896,0.6174472,0.00096476119,263.374824485829,4335.38223795265
8248,6724,3,6724,0.1543618,0.0002411903,131.707824548199,1084.18034984007
8249,107584,6,107584,2.469789,0.003859045,658.766615560103,17345.4715710011
8250,26896,4,26896,0.6174472,0.00096476119,329.356505248015,4335.64815140816
8251,127756,5,127756,2.932874,0.004582616,724.761441562591,20598.5869614687
8252,6724,4,6724,0.1543618,0.0002411903,131.689921967977,1083.88562407153
8253,13448,5,13448,0.3087236,0.00048238059,197.677726480548,2168.10512792949
8254,67240,6,67240,1.543618,0.0024119031,592.997878835532,10839.247746356
8255,13448,5,13448,0.3087236,0.00048238059,197.42658933397,2168.19747763002
8256,134480,6,134480,3.0872359,0.0048238062,987.92644347801,21683.1212024239
8257,53792,5,53792,1.234894,0.001929522,394.825410035297,8671.560136538
8258,13448,4,13448,0.3087236,0.00048238059,197.659199388043,2167.70022217611
8259,6724,14,6724,0.1543618,0.0002411903,131.690008621598,1083.88705344605
8260,20172,4,20172,0.46308541,0.00072357088,263.407499667849,3252.34145294153
8261,141204,3,141204,3.2415979,0.0050649969,1053.39321851975,22767.16994609
8262,80688,5,80688,1.852342,0.002894284,592.7794014216,13008.6923749395
8263,87412,6,87412,2.0067029,0.003135473,922.167972698471,14093.0659476924
8264,6724,5,6724,0.1543618,0.0002411903,131.693804383285,1083.94953983601
8265,67240,4,67240,1.543618,0.0024119031,592.559003897035,10841.8654763245
8266,6724,4,6724,0.1543618,0.0002411903,131.695340019916,1083.97481720247
8267,33620,4,33620,0.77180898,0.001205952,395.068211995727,5419.38781759187
8268,53792,4,53792,1.234894,0.001929522,461.345010324395,8672.87408952499
8269,67240,5,67240,1.543618,0.0024119031,526.572649602777,10841.6817815232
8270,20172,6,20172,0.46308541,0.00072357088,263.379344513486,3251.64548974476
8271,147928,14,147928,3.3959601,0.005306188,790.201930480608,23849.2551062622
8272,9252220,6,9252220,212.40199,0.33187801,34105.3962162297,1491068.50342039
8273,235340,14,235340,5.4026632,0.0084416606,1448.97001758204,37942.6606411931
8274,141204,4,141204,3.2415979,0.0050649969,789.921731594001,22763.7340121185
8275,6724,10,6724,0.1543618,0.0002411903,131.708971951731,1084.19924032907
8276,6724,6,6724,0.1543618,0.0002411903,131.689923448271,1083.88565139743
8277,67240,5,67240,1.543618,0.0024119031,526.827039715399,10841.6313922593
8278,13448,5,13448,0.3087236,0.00048238059,197.67999266885,2168.15582279196
8279,26896,3,26896,0.6174472,0.00096476119,263.409979885747,4336.53633220535
8280,60516,5,60516,1.389256,0.002170712,526.758633742883,9754.9280556331
8281,26896,11,26896,0.6174472,0.00096476119,263.40653915088,4336.42472417852
8282,53792,4,53792,1.234894,0.001929522,460.854719212851,8673.62553354692
8283,6724,4,6724,0.1543618,0.0002411903,131.697182080214,1084.0051407389
8284,13448,4,13448,0.3087236,0.00048238059,197.67264892185,2167.99235663649
8285,20172,4,20172,0.46308541,0.00072357088,263.635289429078,3251.6646629672
8286,759812,5,759812,17.442881,0.027254499,2766.20967562363,122497.490506814
8287,6724,7,6724,0.1543618,0.0002411903,131.706232170016,1084.15412835443
8288,40344,4,40344,0.92617083,0.001447142,395.347703577549,6504.06622608028
8289,988428,5,988428,22.691179,0.03545497,2501.88341794343,159367.891525448
8290,154652,14,154652,3.5503211,0.0055473759,789.706929789688,24934.2623940027
8291,80688,6,80688,1.852342,0.002894284,724.419911233251,13006.5444640621
8292,60516,6,60516,1.389256,0.002170712,460.863337363017,9758.19197996222
8293,20172,14,20172,0.46308541,0.00072357088,263.39576068652,3252.0474266459
8294,13448,14,13448,0.3087236,0.00048238059,197.408474948728,2167.79780043724
8295,497576,3,497576,11.42277,0.01784808,2567.67152565955,80213.8598087594
8296,114308,5,114308,2.624151,0.0041002361,724.510962740054,18430.5303813114
8297,67240,14,67240,1.543618,0.0024119031,526.81367019754,10841.0752824783
8298,26896,4,26896,0.6174472,0.00096476119,329.355245132969,4335.61928515416
8299,6724,2,6724,0.1543618,0.0002411903,131.703678436667,1084.11209106145
8300,551368,3,551368,12.65767,0.019777611,2963.99255453911,88898.4776576772
8301,141204,3,141204,3.2415979,0.0050649969,658.196285623443,22761.7237122519
8302,6724,4,6724,0.1543618,0.0002411903,131.698980952592,1084.03475863753
8303,20172,5,20172,0.46308541,0.00072357088,263.425834085268,3252.79089247781
8304,100860,6,100860,2.3154271,0.003617855,724.515306552973,16262.4719833784
8305,20172,3,20172,0.46308541,0.00072357088,263.397070149848,3252.07988984842
8306,571540,4,571540,13.12075,0.02050117,2633.7645113669,92127.7576223047
8307,13448,6,13448,0.3087236,0.00048238059,197.685327409224,2168.2710652738
8308,33620,4,33620,0.77180898,0.001205952,329.38660118376,5420.55359878039
8309,208444,5,208444,4.7852159,0.0074768998,856.264038810209,33612.4007706461
8310,699296,6,699296,16.053631,0.025083801,3755.19414047765,112714.908881219
8311,6724,5,6724,0.1543618,0.0002411903,131.708801271896,1084.19643543115
8312,53792,6,53792,1.234894,0.001929522,527.047880666075,8672.16835829728
8313,87412,5,87412,2.0067029,0.003135473,592.301857390461,14094.3222756215
8314,80688,6,80688,1.852342,0.002894284,526.793719097815,13008.3085429314
8315,255512,2,255512,5.8657479,0.0091652311,1251.90027508168,41184.5191070458
8316,80688,4,80688,1.852342,0.002894284,724.243980098281,13009.3921292807
8317,73964,4,73964,1.69798,0.002653094,527.024289758959,11923.1764840324
8318,13448,5,13448,0.3087236,0.00048238059,197.700159422356,2168.59737482311
8319,349648,6,349648,8.0268145,0.0125419,1514.30023676051,56361.5122313202
8320,6724,3,6724,0.1543618,0.0002411903,131.7090627738,1084.20073730304
8321,20172,11,20172,0.46308541,0.00072357088,263.400046007998,3252.15488630683
8322,6724,10,6724,0.1543618,0.0002411903,131.693372489076,1083.94242855618
8323,60516,5,60516,1.389256,0.002170712,460.857098725317,9757.92918921628
8324,80688,14,80688,1.852342,0.002894284,592.77380770995,13008.4604155538
8325,40344,4,40344,0.92617083,0.001447142,460.837363803682,6504.72422639788
8326,127756,6,127756,2.932874,0.004582616,789.868376218355,20592.9960565944
8327,6724,14,6724,0.1543618,0.0002411903,131.691652109833,1083.91410455029
8328,504300,5,504300,11.5771,0.0180893,2304.59526763015,81319.5687104834
8329,73964,5,73964,1.69798,0.002653094,592.312295779835,11926.3775605376
8330,410164,4,410164,9.41607,0.01471261,1514.1608868232,66126.6232568795
8331,13448,14,13448,0.3087236,0.00048238059,197.684907202311,2168.26138357204
8332,13448,10,13448,0.3087236,0.00048238059,197.667145182833,2167.87423029983
8333,33620,6,33620,0.77180898,0.001205952,329.348838165415,5419.30724990161
8334,73964,5,73964,1.69798,0.002653094,526.838785406344,11926.3278040454
8335,20172,5,20172,0.46308541,0.00072357088,263.400435524574,3252.16371491585
8336,154652,6,154652,3.5503211,0.0055473759,1251.10591178989,24936.4449747423
8337,47068,14,47068,1.080533,0.001688333,395.0752659453,7587.4150702983
8338,121032,7,121032,2.778512,0.0043414249,658.506076289184,19513.2939349793
8339,423612,6,423612,9.7247934,0.01519499,1909.57164291132,68298.6858636333
8340,40344,6,40344,0.92617083,0.001447142,395.06582584278,6503.17738630065
8341,6724,6,6724,0.1543618,0.0002411903,131.694685855797,1083.9640465807
8342,33620,6,33620,0.77180898,0.001205952,329.149284020803,5421.13776770353
8343,282408,4,282408,6.4831958,0.01012999,1316.9994824165,45530.1428600827
8344,295856,6,295856,6.7919192,0.01061237,1648.12962105426,47696.1215188691
8345,53792,14,53792,1.234894,0.001929522,526.523028721339,8671.69370951166
8346,73964,14,73964,1.69798,0.002653094,658.54708952032,11926.2879820145
8347,208444,5,208444,4.7852159,0.0074768998,921.818206975973,33599.6593812326
8348,154652,6,154652,3.5503211,0.0055473759,790.462399911012,24933.605694684
8349,6724,4,6724,0.1543618,0.0002411903,131.713219031486,1084.2691609997
8350,60516,3,60516,1.389256,0.002170712,460.842577453658,9757.31160199269
8351,383268,5,383268,8.7986221,0.01374785,1580.00151026045,61799.8139368717
8352,13448,11,13448,0.3087236,0.00048238059,197.669882860054,2167.93202662344
8353,443784,4,443784,10.18788,0.01591856,2305.53128095696,71556.1833950235
8354,309304,2,309304,7.1006432,0.01109475,2304.46859026327,49859.9425568481
8355,73964,5,73964,1.69798,0.002653094,724.226835225305,11924.69302919
8356,6724,3,6724,0.1543618,0.0002411903,131.702057919581,1084.08540801338
8357,154652,5,154652,3.5503211,0.0055473759,856.266016111768,24938.3406362115
8358,6724,4,6724,0.1543618,0.0002411903,131.69575503641,1083.98165069946
8359,47068,4,47068,1.080533,0.001688333,395.139226170057,7589.86318799638
8360,47068,5,47068,1.080533,0.001688333,395.085840829461,7587.81801163834
8361,26896,4,26896,0.6174472,0.00096476119,329.392663083999,4336.60122897845
8362,53792,6,53792,1.234894,0.001929522,526.809807135663,8672.73830810853
8363,60516,5,60516,1.389256,0.002170712,461.044690849854,9755.07517902048
8364,181548,6,181548,4.167768,0.0065121381,987.959273383643,29274.252028559
8365,100860,4,100860,2.3154271,0.003617855,723.975785105317,16261.1678478671
8366,67240,6,67240,1.543618,0.0024119031,526.780835580043,10839.728977255
8367,114308,5,114308,2.624151,0.0041002361,789.918053252828,18427.6489401816
8368,20172,3,20172,0.46308541,0.00072357088,263.147461873508,3252.21857026545
8369,26896,2,26896,0.6174472,0.00096476119,329.413489569815,4337.15103740067
8370,773260,5,773260,17.75161,0.027736889,3226.804240451,124668.3757232
8371,141204,4,141204,3.2415979,0.0050649969,790.14937412236,22762.1758575585
8372,26896,3,26896,0.6174472,0.00096476119,263.412209107694,4336.60971886991
8373,60516,5,60516,1.389256,0.002170712,526.567523010321,9757.31517493514
8374,47659712,1,47659712,1094.116,1.709556,47244.0117972394,7674779.18712058
8375,20172,6,20172,0.46308541,0.00072357088,263.394663682298,3252.02034440276
8376,100860,6,100860,2.3154271,0.003617855,723.97384175296,16261.0467848472
8377,13448,6,13448,0.3087236,0.00048238059,197.419211485796,2168.0315581934
8378,309304,5,309304,7.1006432,0.01109475,1185.44331916596,49878.4301799366
8379,121032,4,121032,2.778512,0.0043414249,790.490528188884,19514.6622187263
8380,6724,4,6724,0.1543618,0.0002411903,131.692734370429,1083.93192656852
8381,20172,4,20172,0.46308541,0.00072357088,263.412967723569,3252.47652166945
8382,6724,6,6724,0.1543618,0.0002411903,131.695174045573,1083.97208333982
8383,33620,5,33620,0.77180898,0.001205952,395.119791826135,5420.80195623166
8384,6724,6,6724,0.1543618,0.0002411903,131.698008223141,1084.01874683656
8385,6724,11,6724,0.1543618,0.0002411903,131.705466473392,1084.14152542746
8386,107584,14,107584,2.469789,0.003859045,658.231469915953,17344.1132916959
8387,20172,4,20172,0.46308541,0.00072357088,263.386051280173,3251.8110429621
8388,6724,6,6724,0.1543618,0.0002411903,131.70397975772,1084.11705399259
8389,53792,2,53792,1.234894,0.001929522,527.129117116662,8674.84835623896
8390,20172,4,20172,0.46308541,0.00072357088,263.413036534183,3252.47737381667
8391,6724,4,6724,0.1543618,0.0002411903,131.69583534284,1083.98297258029
8392,53792,5,53792,1.234894,0.001929522,526.826217576696,8673.28829486274
8393,67240,6,67240,1.543618,0.0024119031,461.071361396588,10840.2310097285
8394,134480,14,134480,3.0872359,0.0048238062,789.972580857079,21682.570041499
8395,147928,3,147928,3.3959601,0.005306188,790.755327434259,23851.8501748233
8396,94136,6,94136,2.1610651,0.0033766639,526.790600152744,15176.1801709616
8397,6724,6,6724,0.1543618,0.0002411903,131.693671921144,1083.94736033724
8398,60516,5,60516,1.389256,0.002170712,527.069185340541,9756.98498933132
8399,26896,6,26896,0.6174472,0.00096476119,263.399299410098,4336.1879758366
8400,5137136,5,5137136,117.9324,0.1842694,9810.02279335541,828215.207239977
8401,6724,6,6724,0.1543618,0.0002411903,131.69582423775,1083.98278977467
8402,33620,4,33620,0.77180898,0.001205952,329.42962269561,5421.97902001871
8403,147928,6,147928,3.3959601,0.005306188,855.710213288284,23851.5254993488
8404,13448,6,13448,0.3087236,0.00048238059,197.430602788799,2168.28314450371
8405,6724,14,6724,0.1543618,0.0002411903,131.693758674211,1083.94878549233
8406,6724,5,6724,0.1543618,0.0002411903,131.698267254699,1084.02300745563
8407,13448,3,13448,0.3087236,0.00048238059,197.670973297639,2167.95702835546
8408,67240,5,67240,1.543618,0.0024119031,593.067621716709,10841.783116593
8409,262236,7,262236,6.0201101,0.0094064223,1778.13364619676,42280.588917224
8410,73964,4,73964,1.69798,0.002653094,527.029317092654,11923.3886282857
8411,26896,3,26896,0.6174472,0.00096476119,329.379751585325,4336.2635207807
8412,47068,3,47068,1.080533,0.001688333,461.107723934917,7589.3500225498
8413,383268,6,383268,8.7986221,0.01374785,2107.17246136017,61789.2729952204
8414,316028,5,316028,7.2550039,0.01133594,1316.56325443895,50956.0594693741
8415,558092,6,558092,12.81203,0.020018799,2106.98689134832,89979.6382855997
8416,67240,5,67240,1.543618,0.0024119031,461.090630629651,10841.1231946418
8417,6724,6,6724,0.1543618,0.0002411903,131.708698206526,1084.19473084014
8418,20172,4,20172,0.46308541,0.00072357088,263.136846396519,3251.95741537623
